start,end,n,ir,mean_daily,ann_vol,label
2017-01-01,2019-12-31,766,0.18995032482266463,0.00014266651206971013,0.18927033199406887,2017–2019
2020-01-01,2021-12-31,513,0.41327984183384336,0.0005049566993975849,0.30790054429838637,2020–2021
2022-01-01,2023-12-31,509,1.3819370113230836,0.001418157822964124,0.25860496423408136,2022–2023
2024-01-01,2026-12-31,673,0.34218326473546956,0.000477066830392076,0.35133466083369647,2024–2026
