date,resid_ols,basket,beta_XLU,beta_QQQ,coherence,resid_vs_XLU,resid_vs_XLE,resid_slope_20d,vol,slope_z,vol_z,resid_z,cum_resid
2016-12-29 14:30:00,0.007141865944327979,0.01231439465715419,0.38138306931965693,1.1173398383626416,0.399342446368773,-0.0011735809123110483,0.014296127972534841,,,,,,0.007141865944327979
2016-12-30 14:30:00,0.01155431029124738,-5.8433341522186787e-05,0.3850261189119811,1.085761259758373,0.39829725065392263,0.005469650666156604,0.0028543000071162097,,,,,,0.01869617623557536
2017-01-03 14:30:00,0.019624941729114245,-0.019426218828293724,0.4235836865347991,0.8601525299907309,0.3875229720886381,-0.004583030487271673,-0.06428216158424578,,,,,,0.03832111796468961
2017-01-04 14:30:00,0.007627602695578425,0.016217686856965008,0.42283982177173285,0.87847021067936,0.3862000395479203,0.012502915750610022,0.01831827484320725,,,,,,0.04594872066026803
2017-01-05 14:30:00,-0.011744148333262688,-0.0044249041067391985,0.43011344539681584,0.8767819853807016,0.3885756246784662,-0.005453118643432749,-0.0019250374389204366,,,,,,0.03420457232700534
2017-01-06 14:30:00,-0.006908665014498546,0.003759449519025626,0.43176846743971803,0.8645450030628578,0.3898175135517534,0.0006777631291647879,0.0028358077164118978,,,,,,0.027295907312506796
2017-01-09 14:30:00,-0.01653453207908711,-0.018492690480732838,0.4799987687761126,0.807981455833506,0.39361082005394943,-0.005386044916642813,-0.003998054432363746,,,,,,0.010761375233419686
2017-01-10 14:30:00,0.002314935385475397,0.004301307430120842,0.4798282132289308,0.8086903176838924,0.39319584309080574,0.0074144341276784305,0.013393380271778315,,,,,,0.013076310618895083
2017-01-11 14:30:00,-0.005029606298361045,0.003860266088041316,0.48060348647843554,0.8023897813515847,0.38951153446011033,-0.006547944914820728,-0.00693446338136087,,,,,,0.008046704320534039
2017-01-12 14:30:00,0.0016077598239931344,0.0026817379015135665,0.48140030171701287,0.8190660322092197,0.3891074263256029,0.001857810717190452,0.006820252525761758,,,,,,0.009654464144527173
2017-01-13 14:30:00,0.012151345865872644,0.01637141224003084,0.4771184695660024,0.8299346108879716,0.39100520909831155,0.017812097792605435,0.01932054475123794,,,,,,0.021805810010399815
2017-01-17 14:30:00,-0.00891115653436668,-0.004400389616107818,0.46711356174907653,0.8420297088249522,0.3882698961499244,-0.015325870610776875,-0.010585183659292102,,,,,,0.012894653476033135
2017-01-18 14:30:00,0.0031889586601483743,0.006507426226803448,0.45849225496230983,0.8552368435349739,0.3881346157540366,0.007730925804574462,0.008778944619513118,,,,,,0.01608361213618151
2017-01-19 14:30:00,0.00016177568769203013,-0.0018201663603760372,0.44937043030130086,0.8931638037316636,0.3886282414428613,0.006958743684946349,0.003670549186452969,,,,,,0.016245387823873542
2017-01-20 14:30:00,-0.001258880737096491,0.004006482496069348,0.4538921093547653,0.8857263989186056,0.3882196104407149,0.002152710857483771,0.0002362870764337126,,,,,,0.01498650708677705
2017-01-23 14:30:00,-0.00047247755416104817,0.00032244641325259354,0.45100733021144346,0.8942258412692591,0.39091237308874965,0.005462354447854441,0.010920691931209777,,,,,,0.014514029532616003
2017-01-24 14:30:00,0.020305013840930468,0.029395891244806793,0.43435336674235847,0.9211475079295147,0.3839824794993156,0.029602511528672215,0.0184128919242198,,,,,,0.03481904337354647
2017-01-25 14:30:00,-0.0017952449273172157,0.010387265021827777,0.43163857079420553,0.9274726996162923,0.37855370334742516,0.010387265021827777,0.00515650135189775,,,,,,0.033023798446229255
2017-01-26 14:30:00,-0.002686193657092454,0.0012689329360994577,0.43371692928653105,0.9253233297123589,0.3813813744127976,0.000856031980689546,0.00046827712201184357,,,,,,0.0303376047891368
2017-01-27 14:30:00,-0.015254392943771273,-0.010732251589348504,0.7490297730212215,0.5252566932059154,0.47357795935100483,-0.01052609873927742,-0.00033378903167121353,0.0007541605922682766,0.010268075733609126,,,,0.015083211845365528
2017-01-30 14:30:00,-0.012397642472592138,-0.012194439186543282,0.7250749360543911,0.5353437080491144,0.48483529466787695,-0.013021132785021927,0.006127038338778923,-0.00022281482857772935,0.010553901076915173,,,,0.0026855693727733908
2017-01-31 14:30:00,-0.0195218390308107,-0.006376344337239252,0.6926953623586087,0.5607473625217128,0.48118382655225317,-0.021862718928121454,-0.006787671769492502,-0.0017766222946806332,0.0110066416244225,,,,-0.01683626965803731
2017-02-01 14:30:00,0.03873038731005275,-0.0080543660278423,0.5280265871029306,0.44863213517648065,0.46848785276388694,0.058393174723639994,-0.021783972869183134,-0.0008213500156337081,0.013506951463738552,,,,0.021894117652015443
2017-02-02 14:30:00,-0.01760175240812734,-0.00884062071396933,0.5000852414590198,0.5050211443637564,0.4686934339530208,-0.01939261037885446,-0.014506776209156672,-0.002082817770818996,0.01385011514985811,,,,0.0042923652438881035
2017-02-03 14:30:00,0.013111891766610949,0.019380259268570493,0.4983926098226642,0.5155625223825923,0.46730488628926,0.01815185462949313,0.010723199748057393,-0.0008400157658253145,0.01405128736720549,,,,0.017404257010499052
2017-02-06 14:30:00,0.006375787724270163,0.008571570159988181,0.7417759672522501,0.20662304824036515,0.4737507027945617,0.010616224141460536,0.017018414765307265,-0.00017579312888687902,0.014063297395246525,,,,0.023780044734769214
2017-02-07 14:30:00,-0.006927891905036613,-0.0013441713407269888,0.7779610309406537,0.2794188447964433,0.473984513961613,-0.0038029938068349462,0.012808089032484945,0.00030453887981564577,0.013632620437732213,,,,0.0168521528297326
2017-02-08 14:30:00,-0.011785030061243094,-0.0014015925896754267,0.7695448955699977,0.28479481606421564,0.4832246339735227,-0.011213599183693579,-0.003770937156497456,-0.00040045939252027885,0.013885422101456883,,,,0.005067122768489507
2017-02-09 14:30:00,0.013444817721632798,0.010818266584657307,0.7514738022579793,0.30744677747053156,0.48573598250337496,0.01932034985728922,-0.0004444313757575955,0.0005232618084794134,0.014172789852622204,,,,0.018511940490122305
2017-02-10 14:30:00,0.005987199539461549,0.014876553690809535,0.7547139736123264,0.3428158376119858,0.5135548939428064,0.008547430467224837,0.007314313094742397,0.0007422337942528341,0.014224165828647781,,,,0.024499140029583852
2017-02-13 14:30:00,-0.00522463833936199,0.003633405907168208,0.7293116060498147,0.38230354768130914,0.5075292322694382,-0.0012357699299637703,0.0017230979006171987,-0.00012656541600889756,0.014019817665939606,,,,0.019274501690221862
2017-02-14 14:30:00,0.0008057581321072043,0.0003373444039495392,0.7159801940978086,0.41287933732496795,0.5076573628251022,0.007605613388126191,-0.002931710068775869,0.0003592803173147966,0.013866904418505762,,,,0.020080259822329066
2017-02-15 14:30:00,-0.004387172826291595,-0.0004358740600786855,0.7219913390157957,0.39760305789344264,0.5072444863419728,0.002004759833546236,0.0035011574177258678,-1.952625700720181e-05,0.01388899900601585,,,,0.01569308699603747
2017-02-16 14:30:00,-0.013397790987027411,-0.0032596305499765776,0.7032624419016222,0.4322948263024692,0.5096725247992647,-0.013249681686068104,0.01036998970523928,-0.0006975045907431739,0.014206991567838627,,,,0.002295296009010059
2017-02-17 14:30:00,-0.011390746820807995,-0.005983351067411213,0.7099016546910668,0.4191437565949511,0.5099575238537716,-0.006588511366405259,-0.0004562947545401208,-0.001204097894928749,0.014407291884503546,,,,-0.009095450811797936
2017-02-21 14:30:00,-0.004430911229041972,0.007992698258964611,0.7180072686031049,0.4176309127168143,0.5018275132707788,-0.002497869563240754,0.001184487498415229,-0.0014020195786727952,0.014423892323744652,,,,-0.013526362040839908
2017-02-22 14:30:00,-0.016854626523662403,-0.010903329582958773,0.7265013810455576,0.4142771020283511,0.4967360304183701,-0.01509560659795058,0.004277276047280379,-0.0032600015969024383,0.013862996075292428,,,,-0.03038098856450231
2017-02-23 14:30:00,-0.02487673353650288,-0.015981471376661616,0.7443819399308782,0.4022292492246582,0.5007246333212251,-0.02631958422293057,-0.020185354595268934,-0.004414076027361722,0.014671796028461045,,,,-0.055257722101005186
2017-02-24 14:30:00,-0.0016589560523789272,0.013356481037436843,0.7421322879862491,0.41528782575356304,0.5017283847674848,-0.0017949697446498405,0.02270615277141589,-0.004362714147126046,0.014679958990066725,,,,-0.05691667815338411
2017-02-27 14:30:00,-0.0035123398328440933,-0.005943247997932999,0.8715799484759696,0.39247130688737775,0.4999841937793352,-0.00032232990434799547,-0.014535842740944438,-0.003775611491579687,0.014454508315024041,,,,-0.060429017986228205
2017-02-28 14:30:00,-0.009609058018092637,-0.008991790361579969,0.2968863939981531,0.7704495217888621,0.37033136832184094,-0.018153176700406427,-0.005919169942290728,-0.003636182268854711,0.014380220831204662,,,,-0.07003807600432084
2017-03-01 05:00:00,0.014399069920602792,0.03181211360906081,-0.14962926354608128,0.7463678072673515,0.11199600172289419,0.033165316692791026,0.0466720144034544,-0.0019401368212840372,0.014408347543048542,,,,-0.05563900608371805
2017-03-01 14:30:00,-0.008737773817830105,-0.01261365669866236,-0.13833338638809184,0.7590608328792025,0.06358351054392741,-0.005071169118506727,-0.048033521162517835,-0.00431354487767818,0.01081875593363629,,,,-0.06437677990154815
2017-03-02 14:30:00,-0.007730551266809308,-0.010838613872195202,-0.14691245549646464,0.763206060607409,0.07223323265102002,-0.018049801441917923,-0.0013620408009566987,-0.003819984820612279,0.010397599828737494,,,,-0.07210733116835746
2017-03-03 14:30:00,0.0019141250115777973,0.005022252648817875,-0.12851634417097255,0.739045953041485,0.06340527159597831,0.008118116710106909,0.0068249611470932265,-0.004379873158363936,0.00971708650714739,,,,-0.07019320615677967
2017-03-06 14:30:00,-0.005400669165403945,-0.005504285846205474,-0.12590654336180584,0.7481094425904256,0.06803707041868216,-0.0035633120826269833,-0.007727077470520853,-0.004968696002847641,0.00938205782102025,,,,-0.07559387532218362
2017-03-07 14:30:00,-0.0039378428627708986,-0.004073949795155481,-0.12613913790585668,0.7457690128766322,0.06431517516194805,-0.003490115370598253,0.004796555656509309,-0.004819193550734356,0.009373013782949519,,,,-0.07953171818495451
2017-03-08 14:30:00,-0.00778507601950049,-0.0041799082212351886,-0.11421047184313685,0.7129747831839821,0.05177430139235777,0.010219317306113213,0.021830606955939708,-0.004619195848647226,0.009258532221522585,,,,-0.087316794204455
2017-03-09 14:30:00,-0.018300799123895102,-0.017167009211196294,-0.11354593503713162,0.7130348282480459,0.06528769125629104,-0.014994990748278147,-0.0237716556554467,-0.006206476690923621,0.008703225147856415,,,,-0.1056175933283501
2017-03-10 14:30:00,0.012237822230181484,0.015555871638360216,-0.0959219153193929,0.769257679166759,0.07055833038451335,0.007245666002396586,0.016982176949583004,-0.005893945556387624,0.009258649839019265,,,,-0.09337977109816863
2017-03-13 13:30:00,0.01346898690738794,0.015671773908372117,-0.11716436384504586,0.7859434731445866,0.07531077423493573,0.012728167262424279,0.015529198439003206,-0.004959264294050128,0.010223121215096413,,,,-0.07991078419078068
2017-03-14 13:30:00,-0.00831805352891206,-0.009182280022607903,-0.1278320683507747,0.794984731886513,0.0769987796463733,-0.008203957603666212,0.0020998721056442182,-0.005415454877101091,0.010155671800788729,,,,-0.08822883771969274
2017-03-15 13:30:00,0.008953101017282864,0.013074327973318792,-0.11658493480623172,0.8025999353658397,0.08113201193195448,-0.0029852878269744556,-0.009170155333975102,-0.004748441184922368,0.010652688353512888,,,,-0.07927573670240988
2017-03-16 13:30:00,-0.005675841446909599,-0.004047843115115264,-0.10454847502705233,0.7992183322652298,0.08442543185901358,0.006939224278704785,0.003017415625295376,-0.0043623437079164775,0.010460912227495836,,,,-0.08495157814931947
