world,r,T,ll_m0,ll_m1,ll_m2,d10,d21,d20,g1,g2,label
C,35,400,-111.5698985228065,-107.29626561170845,-112.64798215017399,4.273632911098048,-5.3517165384655385,-1.0780836273674907,False,False,no_dependence
C,36,400,-109.05884113779625,-105.78390774630485,-107.89676658657206,3.274933391491402,-2.112858840267208,1.162074551224194,False,False,no_dependence
C,37,400,-108.01255575990957,-114.49813155473949,-115.07041848990656,-6.485575794829913,-0.572286935167071,-7.057862729996984,False,False,no_dependence
C,38,400,-110.41523304233952,-98.07305159805813,-101.08215723224072,12.342181444281394,-3.009105634182589,9.333075810098805,True,False,M1_sufficient
C,39,400,-107.87499533552688,-99.07604557465805,-101.17274382838025,8.798949760868823,-2.096698253722195,6.702251507146627,True,False,M1_sufficient
C,40,400,-110.00012065900968,-109.14507540663033,-112.1872691560188,0.8550452523793552,-3.042193749388474,-2.187148497009119,False,False,no_dependence
C,41,400,-109.79448276135702,-111.0594435700523,-115.26757222581213,-1.2649608086952782,-4.208128655759836,-5.473089464455114,False,False,no_dependence
C,42,400,-110.37827245458529,-106.15034124892335,-112.40988822500057,4.227931205661932,-6.2595469760772176,-2.0316157704152857,False,False,no_dependence
C,43,400,-108.80098281295751,-104.10477566000098,-107.27050107021152,4.696207152956532,-3.165725410210541,1.530481742745991,False,False,no_dependence
C,44,400,-109.59916493353307,-108.60785026930041,-114.32063726255343,0.9913146642326609,-5.712786993253019,-4.721472329020358,False,False,no_dependence
C,45,400,-113.58409636694034,-104.83290067941769,-105.78701204221575,8.751195687522653,-0.9541113627980593,7.797084324724594,True,False,M1_sufficient
C,46,400,-110.12344312735578,-101.68063824760465,-103.94526528729632,8.442804879751137,-2.264627039691675,6.178177840059462,True,False,M1_sufficient
C,47,400,-109.88228434423971,-108.13252919874816,-112.3348504627765,1.749755145491548,-4.202321264028342,-2.4525661185367937,False,False,no_dependence
C,48,400,-111.4211582777122,-113.7892926521908,-113.5462010894874,-2.3681343744786005,0.24309156270339827,-2.1250428117752023,False,False,no_dependence
C,49,400,-109.82243793324017,-101.16740750643051,-100.19152098281845,8.65503042680966,0.9758865236120613,9.630916950421721,True,False,M1_sufficient
C,50,400,-110.92720250378864,-101.76831503897355,-103.32741726329905,9.15888746481508,-1.5591022243254997,7.599785240489581,True,False,M1_sufficient
C,51,400,-112.4959178443975,-104.92751539888609,-108.9079951885518,7.56840244551141,-3.980479789665708,3.587922655845702,True,False,M1_sufficient
C,52,400,-110.27298417573726,-109.38696220224297,-113.46787153801289,0.8860219734942945,-4.080909335769917,-3.1948873622756224,False,False,no_dependence
C,53,400,-110.99582385440162,-109.97568902931789,-113.13170943581255,1.0201348250837299,-3.1560204064946618,-2.135885581410932,False,False,no_dependence
C,54,400,-110.99559331951626,-102.2739681781492,-102.8881920016297,8.721625141367056,-0.6142238234805006,8.107401317886556,True,False,M1_sufficient
C,55,400,-115.53660241403884,-106.66846659842888,-111.97299941383923,8.86813581560996,-5.304532815410354,3.563603000199606,True,False,M1_sufficient
C,56,400,-116.37850503649288,-109.57109419410149,-112.1005913535875,6.807410842391391,-2.529497159486013,4.277913682905378,True,False,M1_sufficient
C,57,400,-108.17773774252043,-103.06856207839529,-105.00600736515969,5.1091756641251465,-1.937445286764401,3.1717303773607455,False,False,no_dependence
C,58,400,-109.28603877785525,-104.30968766199635,-104.37250673916012,4.976351115858904,-0.06281907716376622,4.913532038695138,False,False,no_dependence
C,59,400,-110.81674374896578,-108.44217986873929,-109.0825539316104,2.3745638802264892,-0.6403740628711176,1.7341898173553716,False,False,no_dependence
C,60,400,-111.71607578834892,-99.87686652992352,-99.87235818629689,11.839209258425399,0.004508343626625333,11.843717602052024,True,False,M1_sufficient
C,61,400,-110.70104126023013,-99.72725509387988,-102.68021476192146,10.973786166350251,-2.9529596680415864,8.020826498308665,True,False,M1_sufficient
C,62,400,-111.31166876959577,-99.99391571008171,-102.10180091912535,11.317753059514061,-2.107885209043644,9.209867850470417,True,False,M1_sufficient
C,63,400,-110.8190743358202,-91.1076801043242,-94.16600119541098,19.711394231496,-3.058321091086782,16.65307314040922,True,False,M1_sufficient
C,64,400,-107.99606663748781,-102.27972943326309,-105.29978814300812,5.716337204224729,-3.0200587097450295,2.6962784944796994,False,False,no_dependence
C,65,400,-110.68158659811243,-103.63143083571005,-108.81712478124564,7.050155762402383,-5.18569394553559,1.8644618168667932,True,False,M1_sufficient
C,66,400,-111.03595909177467,-104.9018000702823,-106.46242337289083,6.134159021492366,-1.5606233026085192,4.573535718883846,True,False,M1_sufficient
C,67,400,-109.97304274621885,-105.67306909656129,-105.75970080108003,4.299973649657559,-0.08663170451873725,4.213341945138822,False,False,no_dependence
C,68,400,-108.80577134268424,-117.5024108109879,-122.3104778146713,-8.696639468303658,-4.808067003683405,-13.504706471987063,False,False,no_dependence
C,69,400,-110.78472266898649,-102.89584898950673,-110.26643257812191,7.888873679479758,-7.370583588615176,0.518290090864582,True,False,M1_sufficient
C,70,400,-111.14669475678426,-102.69868527119903,-107.99633790297783,8.448009485585231,-5.297652631778803,3.1503568538064286,True,False,M1_sufficient
C,71,400,-109.87354030326287,-106.14711908489112,-106.32373497095901,3.7264212183717547,-0.1766158860678928,3.549805332303862,False,False,no_dependence
C,72,400,-112.23395299228945,-108.28737090883523,-110.55247985447829,3.946582083454217,-2.265108945643064,1.6814731378111532,False,False,no_dependence
C,73,400,-109.81934492076866,-105.53100409774781,-111.50309526766966,4.288340823020846,-5.972091169921853,-1.6837503469010073,False,False,no_dependence
C,74,400,-111.14034066016173,-101.27805376989765,-107.29380980059236,9.862286890264073,-6.015756030694703,3.84653085956937,True,False,M1_sufficient
C,75,400,-111.45118019871032,-110.82974461534809,-111.92628904040852,0.6214355833622278,-1.0965444250604293,-0.47510884169820145,False,False,no_dependence
C,76,400,-109.42191865633993,-103.80714594824329,-103.48764365115572,5.614772708096638,0.31950229708756694,5.934275005184205,False,False,no_dependence
C,77,400,-113.07197011025481,-107.16987428968282,-107.62456149501344,5.9020958205719865,-0.4546872053306146,5.447408615241372,False,False,no_dependence
C,78,400,-112.98487485758193,-103.72690346925673,-103.2815933071381,9.257971388325203,0.4453101621186306,9.703281550443833,True,False,M1_sufficient
C,79,400,-117.98088799083267,-112.24398548917651,-110.26661796044803,5.736902501656161,1.9773675287284789,7.71427003038464,False,False,no_dependence
C,80,400,-108.30942470979907,-97.54447579215201,-98.41527491974242,10.764948917647061,-0.8707991275904021,9.894149790056659,True,False,M1_sufficient
C,81,400,-110.83606378242223,-104.12300230909254,-105.48970542858169,6.713061473329688,-1.366703119489145,5.346358353840543,True,False,M1_sufficient
C,82,400,-113.21722139005786,-105.7123092316704,-106.2411052555036,7.504912158387455,-0.5287960238331948,6.97611613455426,True,False,M1_sufficient
C,83,400,-117.2311851670665,-112.40610899958476,-124.9362621525325,4.82507616748174,-12.530153152947747,-7.7050769854660075,False,False,no_dependence
C,84,400,-108.81229003069765,-103.12951861544103,-108.00456846643355,5.682771415256624,-4.875049850992525,0.8077215642640994,False,False,no_dependence
C,85,400,-110.55597335333836,-106.96475379802233,-113.4243547246676,3.59121955531603,-6.459600926645265,-2.868381371329235,False,False,no_dependence
C,86,400,-107.7719600770973,-97.44996186842684,-97.70554868631316,10.321998208670465,-0.255586817886325,10.06641139078414,True,False,M1_sufficient
C,87,400,-109.15693417021437,-106.51046238047034,-106.20743801914375,2.6464717897440266,0.3030243613265924,2.949496151070619,False,False,no_dependence
C,88,400,-107.83729834396365,-107.49732149324342,-110.58928982473284,0.33997685072023387,-3.0919683314894257,-2.751991480769192,False,False,no_dependence
C,89,400,-108.49850755253607,-102.69470371581704,-106.86293498383998,5.803803836719027,-4.168231268022936,1.635572568696091,False,False,no_dependence
C,90,400,-109.81934492076866,-104.76026760423986,-105.36286327545027,5.0590773165288,-0.602595671210409,4.456481645318391,False,False,no_dependence
C,91,400,-110.46763348591291,-104.32692428318809,-109.12147040877345,6.140709202724821,-4.794546125585356,1.3461630771394653,True,False,M1_sufficient
C,92,400,-112.1492203537867,-108.30156730882754,-110.68346313493197,3.8476530449591593,-2.381895826104426,1.4657572188547334,False,False,no_dependence
C,93,400,-110.16553129113115,-107.46018248643404,-111.66729664971547,2.7053488046971097,-4.207114163281432,-1.501765358584322,False,False,no_dependence
C,94,400,-109.62784625588321,-107.05980428838629,-111.66546155667935,2.5680419674969244,-4.605657268293058,-2.0376153007961335,False,False,no_dependence
C,95,400,-111.78960896674747,-101.5745700660305,-102.05069524944717,10.215038900716962,-0.47612518341667,9.738913717300292,True,False,M1_sufficient
C,96,400,-110.72957813906211,-107.20065625043677,-109.19448027329095,3.528921888625348,-1.9938240228541844,1.5350978657711636,False,False,no_dependence
C,97,400,-114.46259586912953,-116.50447406342363,-117.44662019851138,-2.0418781942940996,-0.9421461350877536,-2.984024329381853,False,False,no_dependence
C,98,400,-110.06631530205924,-106.79727306904066,-107.56731062381655,3.269042233018581,-0.7700375547758966,2.4990046782426845,False,False,no_dependence
C,99,400,-112.09032276306156,-109.61339339709674,-114.21106450928465,2.4769293659648213,-4.597671112187911,-2.1207417462230893,False,False,no_dependence
C,100,400,-110.27267915171831,-103.25446114652364,-108.81598588240632,7.018218005194669,-5.561524735882685,1.4566932693119838,True,False,M1_sufficient
C,101,400,-111.59722731512082,-107.60660081853634,-108.01265414005913,3.9906264965844827,-0.4060533215227906,3.584573175061692,False,False,no_dependence
C,102,400,-114.91791529519334,-113.99883755415256,-117.82809668821707,0.9190777410407804,-3.8292591340645146,-2.910181393023734,False,False,no_dependence
C,103,400,-110.00919153455165,-97.60729190205672,-100.42205915632256,12.401899632494931,-2.8147672542658455,9.587132378229086,True,False,M1_sufficient
C,104,400,-110.16622611577047,-98.31161510243304,-103.0525175900696,11.854611013337433,-4.740902487636561,7.113708525700872,True,False,M1_sufficient
C,105,400,-111.03059413357818,-98.7987866695061,-101.17717992154643,12.231807464072077,-2.3783932520403255,9.853414212031751,True,False,M1_sufficient
C,106,400,-108.8598919582496,-104.54159610513027,-108.37550489591395,4.318295853119338,-3.8339087907836813,0.48438706233565654,False,False,no_dependence
C,107,400,-110.02169116111425,-108.50962908952246,-113.34027353164342,1.5120620715917852,-4.830644442120956,-3.318582370529171,False,False,no_dependence
C,108,400,-110.73318160647045,-104.8929607297261,-104.76495052363018,5.840220876744354,0.12801020609592229,5.968231082840276,False,False,no_dependence
C,109,400,-111.21947897717196,-97.51226676597877,-96.78987716644278,13.707212211193195,0.7223895995359868,14.429601810729181,True,False,M1_sufficient
C,110,400,-111.27665672763561,-105.51196154865413,-109.67046183813783,5.7646951789814835,-4.1585002894836975,1.606194889497786,False,False,no_dependence
C,111,400,-108.98311127385425,-106.66571766440576,-108.31863667726967,2.3173936094484873,-1.6529190128639044,0.6644745965845829,False,False,no_dependence
C,112,400,-115.03077863424528,-109.69833387761366,-112.11889530510267,5.332444756631617,-2.4205614274890053,2.9118833291426114,False,False,no_dependence
C,113,400,-109.37777200359703,-103.67953029039778,-105.37990827131496,5.698241713199252,-1.7003779809171817,3.9978637322820703,False,False,no_dependence
C,114,400,-109.64582827528186,-102.96821725919463,-107.61028095500107,6.677611016087226,-4.642063695806442,2.0355473202807843,True,False,M1_sufficient
C,115,400,-110.9556284142356,-101.35362928978887,-105.74232924059412,9.601999124446735,-4.388699950805247,5.213299173641488,True,False,M1_sufficient
C,116,400,-109.97913288037748,-98.732133714325,-100.61035536156083,11.246999166052476,-1.8782216472358328,9.368777518816643,True,False,M1_sufficient
C,117,400,-110.0846858113881,-107.1035486973413,-113.28057010367682,2.9811371140468026,-6.177021406335527,-3.1958842922887243,False,False,no_dependence
C,118,400,-112.96456261619558,-108.46987951981362,-110.62220416113587,4.494683096381962,-2.1523246413222523,2.34235845505971,False,False,no_dependence
C,119,400,-110.18479326511837,-103.44580260825502,-105.36372275745836,6.738990656863351,-1.91792014920334,4.821070507660011,True,False,M1_sufficient
C,120,400,-110.57033879766907,-104.02190064571914,-106.01260159494738,6.548438151949924,-1.9907009492282413,4.5577372027216825,True,False,M1_sufficient
C,121,400,-110.09822800322391,-110.00600365705574,-109.07839974621425,0.092224346168166,0.9276039108414977,1.0198282570096637,False,False,no_dependence
C,122,400,-110.9339398553242,-101.8873171003849,-101.0821566278819,9.046622754939293,0.8051604725030046,9.851783227442297,True,False,M1_sufficient
C,123,400,-110.02774717930572,-105.68952639180294,-106.31842855635767,4.338220787502777,-0.6289021645547308,3.7093186229480466,False,False,no_dependence
C,124,400,-109.98767255007351,-104.47954702809902,-106.13168923864161,5.508125521974492,-1.6521422105425927,3.855983311431899,False,False,no_dependence
C,125,400,-113.01088098370228,-105.87533828795368,-105.54753491958054,7.1355426957485975,0.3278033683731394,7.463346064121737,True,False,M1_sufficient
C,126,400,-111.16640132392187,-99.49798660119458,-103.59814868040402,11.668414722727292,-4.10016207920944,7.568252643517852,True,False,M1_sufficient
C,127,400,-116.20322672740316,-110.94044114576462,-114.20546806693929,5.262785581638539,-3.265026921174666,1.997758660463873,False,False,no_dependence
C,128,400,-114.16965820291242,-109.99583233571516,-112.49825681832712,4.173825867197252,-2.502424482611957,1.6714013845852946,False,False,no_dependence
C,129,400,-112.77739196049899,-110.07760789243278,-108.81128381728534,2.699784068066208,1.2663240751474376,3.9661081432136456,False,False,no_dependence
C,130,400,-108.89596929772996,-106.19557469287906,-109.08727752591496,2.7003946048508993,-2.891702833035893,-0.19130822818499382,False,False,no_dependence
C,131,400,-110.54678798261985,-105.8825394087056,-108.31929421587695,4.66424857391425,-2.4367548071713543,2.227493766742896,False,False,no_dependence
C,132,400,-109.47271094990249,-101.72858126515769,-104.6848367703375,7.744129684744806,-2.9562555051798114,4.787874179564994,True,False,M1_sufficient
C,133,400,-110.32238659046602,-101.42982783364198,-105.75421761174398,8.892558756824045,-4.324389778102002,4.568168978722042,True,False,M1_sufficient
C,134,400,-110.90709031995543,-103.30875846158355,-104.82653498996123,7.598331858371878,-1.5177765283776807,6.080555329994198,True,False,M1_sufficient
C,135,400,-111.35894604612592,-105.952637507592,-108.86011687667356,5.406308538533921,-2.907479369081557,2.498829169452364,False,False,no_dependence
C,136,400,-107.14450100767925,-107.53283446416974,-108.04507827062858,-0.3883334564904857,-0.5122438064588408,-0.9005772629493265,False,False,no_dependence
C,137,400,-111.00853656828257,-106.49436638214311,-108.60210131946195,4.514170186139452,-2.1077349373188383,2.406435248820614,False,False,no_dependence
C,138,400,-109.00683972199938,-105.5274607219079,-110.27240402167217,3.479379000091484,-4.744943299764273,-1.2655642996727892,False,False,no_dependence
C,139,400,-110.66233718703016,-101.89500297235087,-103.32796456635673,8.767334214679295,-1.4329615940058602,7.3343726206734345,True,False,M1_sufficient
C,140,400,-109.953726392682,-103.47758547547767,-106.33705542685847,6.476140917204333,-2.8594699513808024,3.6166709658235305,True,False,M1_sufficient
C,141,400,-112.72872404066422,-106.30278526387738,-108.83202486675867,6.425938776786836,-2.5292396028812902,3.896699173905546,True,False,M1_sufficient
C,142,400,-112.05267559483693,-111.32159996749978,-112.48592338760436,0.7310756273371481,-1.16432342010458,-0.43324779276743186,False,False,no_dependence
C,143,400,-111.18507025875965,-106.96015810413414,-111.15701398071492,4.224912154625514,-4.196855876580784,0.028056278044729765,False,False,no_dependence
C,144,400,-111.14873685611356,-103.2339432197576,-107.43537427407054,7.914793636355952,-4.201431054312934,3.7133625820430183,True,False,M1_sufficient
C,145,400,-107.6286043125783,-106.17418297976492,-108.57889257723959,1.4544213328133822,-2.404709597474664,-0.9502882646612818,False,False,no_dependence
C,146,400,-111.38436236126375,-105.86321548381254,-108.57317592898882,5.521146877451216,-2.7099604451762787,2.811186432274937,False,False,no_dependence
C,147,400,-111.75422360637465,-106.90459269846751,-112.43567709821062,4.849630907907141,-5.531084399743108,-0.6814534918359669,False,False,no_dependence
C,148,400,-113.09410795683605,-111.3442959660469,-112.01185829990192,1.749811990789155,-0.6675623338550167,1.0822496569341382,False,False,no_dependence
C,149,400,-112.52159789742552,-106.88444423156902,-108.53615317126264,5.637153665856502,-1.65170893969362,3.985444726162882,False,False,no_dependence
C,150,400,-109.30285929632402,-107.52341230220226,-112.57908377393015,1.7794469941217557,-5.055671471727891,-3.276224477606135,False,False,no_dependence
C,151,400,-111.15244016945441,-105.50543166059836,-108.70787608472891,5.647008508856047,-3.2024444241305474,2.4445640847254992,False,False,no_dependence
C,152,400,-110.11399920906776,-114.26876377178729,-115.39318430954359,-4.154764562719535,-1.1244205377562935,-5.279185100475829,False,False,no_dependence
C,153,400,-109.82507951118633,-106.4543468400497,-110.54759879841467,3.3707326711366363,-4.093251958364974,-0.7225192872283372,False,False,no_dependence
C,154,400,-109.37505234070365,-103.67293289754254,-105.14489947934729,5.702119443161109,-1.4719665818047503,4.230152861356359,False,False,no_dependence
C,155,400,-108.2602647780495,-103.52261446234758,-102.76413718694567,4.737650315701927,0.7584772754019014,5.4961275911038285,False,False,no_dependence
C,156,400,-108.00495592124581,-100.47431804597468,-103.7361229139644,7.530637875271125,-3.26180486798971,4.268833007281415,True,False,M1_sufficient
C,157,400,-107.39386814481126,-101.62627190536591,-104.43929807544781,5.7675962394453535,-2.8130261700818977,2.954570069363456,False,False,no_dependence
C,158,400,-114.1223644995668,-104.31357456235492,-106.93392991417579,9.808789937211884,-2.6203553518208764,7.188434585391008,True,False,M1_sufficient
C,159,400,-109.80238210975709,-101.72435829820218,-107.57825081524891,8.078023811554914,-5.853892517046731,2.224131294508183,True,False,M1_sufficient
C,160,400,-110.91204379397561,-102.73232062111674,-107.55312613287751,8.179723172858871,-4.820805511760767,3.358917661098104,True,False,M1_sufficient
C,161,400,-109.82424219583042,-98.34244682176296,-99.54760919850811,11.48179537406746,-1.2051623767451503,10.27663299732231,True,False,M1_sufficient
C,162,400,-107.1048504161022,-98.27289001754644,-101.52031343517642,8.83196039855575,-3.2474234176299746,5.584536980925776,True,False,M1_sufficient
C,163,400,-109.37187450582655,-106.64173635906042,-106.9101423698614,2.730138146766137,-0.26840601080098736,2.46173213596515,False,False,no_dependence
C,164,400,-117.95156632301027,-108.50783185827552,-111.1579239242259,9.443734464734746,-2.650092065950375,6.793642398784371,True,False,M1_sufficient
C,165,400,-110.53443954791533,-110.37126594962189,-115.57211995137453,0.16317359829344014,-5.200854001752646,-5.0376804034592055,False,False,no_dependence
C,166,400,-110.00411165326346,-104.64054968677354,-105.7848013621083,5.363561966489925,-1.1442516753347576,4.219310291155168,False,False,no_dependence
C,167,400,-109.97632100616002,-104.94900086188967,-103.92513918862515,5.027320144270348,1.0238616732645198,6.051181817534868,False,False,no_dependence
C,168,400,-110.55304059601,-112.17734500530149,-111.31973944744094,-1.624304409291483,0.8576055578605519,-0.766698851430931,False,False,no_dependence
C,169,400,-113.06724713931756,-101.32652720530542,-104.29648775850082,11.740719934012134,-2.969960553195392,8.770759380816742,True,False,M1_sufficient
C,170,400,-110.2819456529324,-112.31135174189285,-115.0470456616524,-2.0294060889604566,-2.735693919759555,-4.765100008720012,False,False,no_dependence
C,171,400,-111.68535428216907,-105.74367937673301,-105.65702965953518,5.941674905436059,0.08664971719782955,6.028324622633889,False,False,no_dependence
C,172,400,-113.1931238793947,-102.65080025053223,-102.32663252588839,10.542323628862476,0.3241677246438428,10.86649135350632,True,False,M1_sufficient
C,173,400,-110.38115517853865,-103.20607273564318,-101.04334124873324,7.175082442895473,2.1627314869099337,9.337813929805407,True,False,M1_sufficient
C,174,400,-109.88717454689356,-106.03251200225854,-107.11909725570673,3.854662544635019,-1.0865852534481917,2.7680772911868274,False,False,no_dependence
C,175,400,-110.62887794566248,-104.49859197423856,-106.0173180625737,6.130285971423916,-1.5187260883351286,4.611559883088788,True,False,M1_sufficient
C,176,400,-110.34951404660272,-105.2426365526368,-108.96733336188639,5.106877493965925,-3.7246968092495933,1.3821806847163316,False,False,no_dependence
C,177,400,-110.59856523583129,-104.03251013161255,-106.41468326884979,6.566055104218734,-2.3821731372372312,4.183881966981502,True,False,M1_sufficient
C,178,400,-112.28986434239319,-109.50725741236198,-109.24853892311016,2.782606930031207,0.2587184892518195,3.0413254192830266,False,False,no_dependence
C,179,400,-111.53997612032245,-107.88514565075408,-113.58598321734887,3.654830469568367,-5.700837566594785,-2.0460070970264184,False,False,no_dependence
C,180,400,-109.62805766836128,-107.49039653922942,-109.69863361447494,2.137661129131857,-2.2082370752455205,-0.07057594611366369,False,False,no_dependence
C,181,400,-109.29595857416908,-104.83877367664961,-108.15023084610459,4.457184897519468,-3.3114571694549824,1.145727728064486,False,False,no_dependence
C,182,400,-111.14577051767161,-118.82384276752231,-128.7428303481001,-7.6780722498507,-9.918987580577806,-17.597059830428506,False,False,no_dependence
C,183,400,-109.2424402645436,-105.68102538688717,-108.06386163382686,3.561414877656432,-2.3828362469396893,1.1785786307167427,False,False,no_dependence
C,184,400,-111.33775537701176,-109.03968041472669,-112.66776904769881,2.298074962285071,-3.6280886329721227,-1.3300136706870518,False,False,no_dependence
C,185,400,-108.38345159622703,-105.74158608723621,-114.00814406850724,2.6418655089908185,-8.26655798127102,-5.624692472280202,False,False,no_dependence
C,186,400,-109.46550657925661,-105.48352604024815,-105.95818125342774,3.981980539008461,-0.47465521317958803,3.507325325828873,False,False,no_dependence
C,187,400,-109.51034049031685,-101.5123631303049,-106.90462627351678,7.997977360011944,-5.392263143211878,2.6057142168000667,True,False,M1_sufficient
C,188,400,-114.75329588326535,-100.22116668165698,-101.86211011910477,14.53212920160837,-1.6409434374477883,12.891185764160582,True,False,M1_sufficient
C,189,400,-110.21225264112996,-105.61646929909108,-108.57447429067578,4.595783342038885,-2.9580049915847013,1.6377783504541839,False,False,no_dependence
C,190,400,-109.04447609841624,-106.76856368330385,-109.69193391239419,2.275912415112387,-2.923370229090338,-0.647457813977951,False,False,no_dependence
C,191,400,-111.53829626685669,-110.38439547763078,-120.39808833658938,1.153900789225915,-10.013692858958606,-8.859792069732691,False,False,no_dependence
C,192,400,-109.22744795114993,-108.58482558394473,-110.24303330578753,0.6426223672051918,-1.6582077218427997,-1.015585354637608,False,False,no_dependence
C,193,400,-113.81316531910261,-107.51615048068695,-105.6883406956901,6.297014838415663,1.8278097849968447,8.124824623412508,True,False,M1_sufficient
C,194,400,-109.81727863734515,-104.47977671233315,-107.99061735108053,5.337501925012006,-3.510840638747382,1.826661286264624,False,False,no_dependence
C,195,400,-110.54179694534446,-109.30963612003141,-110.90683490371606,1.232160825313045,-1.5971987836846466,-0.3650379583716017,False,False,no_dependence
C,196,400,-109.70861903132345,-103.98284159574301,-103.69689690121764,5.72577743558044,0.2859446945253694,6.0117221301058095,False,False,no_dependence
C,197,400,-111.41138338483512,-104.44978224427368,-108.44001659630487,6.9616011405614415,-3.9902343520311945,2.971366788530247,True,False,M1_sufficient
C,198,400,-109.66923063408021,-104.69320199494773,-107.38580139168656,4.97602863913248,-2.692599396738828,2.2834292423936517,False,False,no_dependence
C,199,400,-108.184315798769,-104.46519784120255,-106.61847359806471,3.7191179575664535,-2.1532757568621577,1.5658422007042958,False,False,no_dependence
