Unnamed: 0,resid,resid_l2,resid_l2l3,regime,vix,vix3m,vix_term,baa10y,hy_oas,t10y2y
2016-12-30 14:30:00,0.010565682850397,,,complacency,14.04,16.54,0.8488512696493349,2.28,,1.25
2017-01-03 14:30:00,0.0007165041888694,,,complacency,12.85,15.56,0.8258354755784061,2.27,,1.23
2017-01-04 14:30:00,0.0102039460995753,,,complacency,11.85,14.84,0.7985175202156334,2.25,,1.22
2017-01-05 14:30:00,-0.0088466309509807,,,complacency,11.67,14.7,0.7938775510204082,2.25,,1.2
2017-01-06 14:30:00,-0.0041859414824435,,,complacency,11.32,14.56,0.7774725274725275,2.24,,1.2
2017-01-09 14:30:00,-0.0113874284990166,,,complacency,11.56,14.63,0.7901572112098428,2.24,,1.17
2017-01-10 14:30:00,0.0055075760098438,,,complacency,11.49,14.66,0.7837653478854024,2.24,,1.19
2017-01-11 14:30:00,-0.0056205274612367,,,complacency,11.26,14.47,0.7781617138908086,2.22,,1.18
2017-01-12 14:30:00,0.0028559215054295,,,complacency,11.54,14.58,0.7914951989026062,2.25,,1.18
2017-01-13 14:30:00,0.0156065204628862,,,complacency,11.23,14.54,0.7723521320495187,2.23,,1.19
2017-01-17 14:30:00,-0.0110851775028339,,,complacency,11.87,14.89,0.7971793149764942,2.26,,1.16
2017-01-18 14:30:00,0.0061923912919953,,,complacency,12.48,14.94,0.8353413654618475,2.22,,1.19
2017-01-19 14:30:00,0.0049468191098277,,,complacency,12.78,15.02,0.8508655126498003,2.21,,1.22
2017-01-20 14:30:00,0.0012018534375257,,,complacency,11.54,14.49,0.7964113181504485,2.21,,1.28
2017-01-23 14:30:00,0.0035602945170871,,,complacency,11.77,14.54,0.8094910591471802,2.21,,1.25
2017-01-24 14:30:00,0.0251311985600858,,,complacency,11.07,13.87,0.7981254506128335,2.22,,1.26
2017-01-25 14:30:00,0.003428211468523,,,complacency,10.81,13.61,0.7942689199118296,2.21,,1.3
2017-01-26 14:30:00,0.0002481237752187,,,complacency,10.63,13.63,0.7798972853998533,2.2,,1.3
2017-01-27 14:30:00,-0.011878398845908,,,complacency,10.58,13.68,0.7733918128654971,2.19,,1.27
